,Date,visitor_neutral,PTS,home_neutral,PTS
41,2020-12-19,Kansas Christian,42,UMKC,98
42,2020-12-19,Kansas Christian,36,UMKC,95
43,2020-12-19,Lamar,57,Louisiana Tech,86
44,2020-12-19,Lee (OH),53,ETSU,62
45,2020-12-19,Louisiana-Monroe,47,Southern Miss,60
46,2020-12-19,Maine,60,Hartford,63
47,2020-12-19,Malone,83,Akron,93
48,2020-12-19,Marist,61,Manhattan,39
49,2020-12-19,UMBC,65,Albany (NY),64
50,2020-12-19,McNeese State,65,Louisiana,75
51,2020-12-19,Miami (OH),68,Bradley,69
52,2020-12-19,Milwaukee,68,Green Bay,65
53,2020-12-19,Ole Miss,62,Dayton,65
54,2020-12-19,NJIT,60,Temple,72
55,2020-12-19,North Carolina A&T,72,Charlotte,76
56,2020-12-19,UNC Greensboro,71,Elon,64
57,2020-12-19,Northwestern State,67,Missouri State,94
58,2020-12-19,Oakland,72,UIC,74
59,2020-12-19,Our Lady of the Lake,72,Texas A&M-Corpus Christi,99
60,2020-12-19,Portland,41,Oregon,80
61,2020-12-19,Purdue,88,Notre Dame,78
62,2020-12-19,Radford,50,Vanderbilt,59
63,2020-12-19,Rice,69,Sam Houston State,82
64,2020-12-19,St. Peter's,78,Monmouth,76
65,2020-12-19,Samford,65,Kennesaw State,63
66,2020-12-19,San Diego,53,UC-Irvine,85
67,2020-12-19,South Alabama,90,Alabama A&M,93
68,2020-12-19,St. Katherine,46,Cal State Bakersfield,87
69,2020-12-19,Stony Brook,73,Binghamton,59
70,2020-12-19,Texas State,70,Denver,68
71,2020-12-19,Troy,41,Auburn,77
72,2020-12-19,Valparaiso,57,Toledo,71
73,2020-12-19,West Virginia Tech,73,Morgan State,67
74,2020-12-19,Western Kentucky,73,Alabama,71
75,2020-12-19,Wright State,93,Detroit,70
76,2020-12-19,Youngstown State,64,Northern Kentucky,79
0,2020-12-20,Michigan State,65,Northwestern,79
1,2020-12-20,Alcorn State,55,Houston,88
2,2020-12-20,Creighton,76,UConn,74
3,2020-12-20,Oklahoma State,74,Texas,77
4,2020-12-20,Illinois,88,Rutgers,91
5,2020-12-20,Air Force,68,Nevada,66
6,2020-12-20,Alice Lloyd,55,James Madison,98
7,2020-12-20,Benedictine,59,UTEP,79
8,2020-12-20,Carver College,43,Georgia Southern,119
9,2020-12-20,Champion Christian,50,Arkansas State,90
10,2020-12-20,Chicago State,67,Drake,111
11,2020-12-20,Cleveland State,89,Purdue-Fort Wayne,80
12,2020-12-20,Delaware State,69,Georgia Tech,97
13,2020-12-20,Freed-Hardeman,56,North Alabama,82
14,2020-12-20,Georgetown,83,St. John's (NY),94
15,2020-12-20,Grand Canyon,65,San Francisco,68
16,2020-12-20,Jackson State,45,Iowa State,60
17,2020-12-20,Maine,50,Hartford,65
18,2020-12-20,Marist,72,Manhattan,67
19,2020-12-20,Marquette,88,Xavier,91
20,2020-12-20,UMBC,65,Albany (NY),60
21,2020-12-20,Milwaukee,74,Green Bay,62
22,2020-12-20,Mount Marty,44,South Dakota,84
23,2020-12-20,Northeastern,62,Old Dominion,66
24,2020-12-20,Oakland,73,UIC,90
25,2020-12-20,Olivet,66,Central Michigan,127
26,2020-12-20,Oral Roberts,76,Arkansas,87
27,2020-12-20,Our Lady of the Lake,70,UTSA,102
28,2020-12-20,Pacific,92,Westmont,64
29,2020-12-20,Providence,80,Seton Hall,77
30,2020-12-20,Robert Morris,71,Marshall,85
31,2020-12-20,Saint Louis,82,Minnesota,90
32,2020-12-20,Stony Brook,80,Binghamton,70
33,2020-12-20,Washington,69,Colorado,92
34,2020-12-20,Weber State,72,Portland State,74
35,2020-12-20,Western Illinois,81,UT-Martin,63
36,2020-12-20,Wright State,85,Detroit,72
37,2020-12-20,Youngstown State,70,Northern Kentucky,60
0,2020-12-21,Northwestern State,57,Gonzaga,95
1,2020-12-21,Arkansas-Pine Bluff,42,Baylor,99
2,2020-12-21,St. Joseph's,66,Tennessee,102
3,2020-12-21,Gardner-Webb,59,Florida State,72
4,2020-12-21,Longwood,58,Virginia Tech,84
5,2020-12-21,Little Rock,77,Missouri State,85
6,2020-12-21,Belhaven (MS),84,Samford,133
7,2020-12-21,Belmont,72,Evansville,63
8,2020-12-21,Bethesda University (CA),57,Southern Utah,96
9,2020-12-21,Bryant,93,UMass,88
10,2020-12-21,Cal State Bakersfield,50,Stanford,63
11,2020-12-21,Carver College,34,Florida International,111
12,2020-12-21,College of Charleston,55,Georgia State,72
13,2020-12-21,Crowley's Ridge,60,Lipscomb,97
14,2020-12-21,Edward Waters,71,North Florida,98
15,2020-12-21,Florida College,72,Florida Atlantic,107
16,2020-12-21,Hampton,67,Charleston Southern,55
17,2020-12-21,Jacksonville,46,Kansas State,70
18,2020-12-21,Mississippi Valley State,48,Mississippi State,87
19,2020-12-21,Morehead State,51,Clemson,66
20,2020-12-21,Morgan State,65,Delaware,59
21,2020-12-21,Murray State,70,Austin Peay,74
22,2020-12-21,New Mexico,53,Boise State,77
23,2020-12-21,New Orleans,62,Rice,73
24,2020-12-21,UNC Wilmington,78,Campbell,59
25,2020-12-21,Prairie View,62,Washington State,90
26,2020-12-21,Sacred Heart,46,Wagner,74
27,2020-12-21,Sam Houston State,69,Texas-Rio Grande Valley,66
28,2020-12-21,San Jose State,62,Utah State,107
29,2020-12-21,South Carolina State,52,Furman,118
30,2020-12-21,Southern Illinois,76,Butler,73
31,2020-12-21,Texas Southern,71,BYU,87
32,2020-12-21,Texas State,70,Northern Arizona,65
33,2020-12-21,Tulsa,56,Memphis,49
34,2020-12-21,Vermont,65,UMass-Lowell,73
35,2020-12-21,VMI,66,George Mason,68
36,2020-12-21,Wofford,52,Texas A&M,70
0,2020-12-22,Northwestern State,78,Gonzaga,95
1,2020-12-22,West Virginia,65,Kansas,79
2,2020-12-22,Purdue,55,Iowa,70
3,2020-12-22,Temple,50,Houston,76
4,2020-12-22,Nebraska,53,Wisconsin,67
5,2020-12-22,Bradley,53,Missouri,54
6,2020-12-22,Texas Tech,69,Oklahoma,67
7,2020-12-22,William & Mary,40,Virginia,76
8,2020-12-22,UNC,76,NC State,79
9,2020-12-22,Abilene Christian,72,Arkansas,85
10,2020-12-22,Alcorn State,65,Liberty,108
11,2020-12-22,Appalachian State,53,Auburn,67
12,2020-12-22,Ball State,76,Western Michigan,68
13,2020-12-22,Charlotte,66,George Washington,65
14,2020-12-22,Chattanooga,66,Tennessee State,63
15,2020-12-22,Cincinnati,70,UCF,75
16,2020-12-22,Colorado,74,Grand Canyon,64
17,2020-12-22,Colorado State,70,Santa Clara,57
18,2020-12-22,ETSU,69,Alabama,85
19,2020-12-22,Fairleigh Dickinson,69,Fairfield,65
20,2020-12-22,Georgia Southern,60,Florida Gulf Coast,73
21,2020-12-22,Hampton,70,Charleston Southern,68
22,2020-12-22,High Point,67,Eastern Kentucky,86
23,2020-12-22,Hofstra,76,Richmond,71
24,2020-12-22,Howard Payne,53,Texas-Arlington,117
25,2020-12-22,Idaho State,64,Northern Colorado,69
26,2020-12-22,James Madison,81,VCU,82
27,2020-12-22,La Salle,71,Maryland,84
28,2020-12-22,Lamar,66,UTSA,88
29,2020-12-22,Louisiana State-Alexandria,78,North Texas,110
30,2020-12-22,Louisiana Tech,68,Louisiana-Monroe,57
31,2020-12-22,Louisville,64,Pitt,54
32,2020-12-22,Maine,62,Boston College,78
33,2020-12-22,Mercer,81,Kennesaw State,71
34,2020-12-22,Montana,64,Arizona,70
35,2020-12-22,Montana State,59,Portland,62
36,2020-12-22,Niagara,70,Albany (NY),65
37,2020-12-22,UNC Asheville,67,Marshall,88
38,2020-12-22,UNC Greensboro,86,North Carolina A&T,65
39,2020-12-22,North Dakota,55,Drake,88
40,2020-12-22,North Dakota State,82,TCU,89
41,2020-12-22,Northeastern,58,Georgia,76
42,2020-12-22,Northern Arizona,68,Denver,65
43,2020-12-22,Northern Illinois,55,Toledo,78
44,2020-12-22,Ohio,70,Akron,90
45,2020-12-22,Paul Quinn,35,Texas A&M-Corpus Christi,59
46,2020-12-22,Portland State,62,Oregon State,67
47,2020-12-22,Presbyterian,82,Citadel,94
48,2020-12-22,Sacred Heart,86,Wagner,85
49,2020-12-22,Saint Mary's,49,San Diego State,74
50,2020-12-22,Seattle,65,California,70
51,2020-12-22,Southeast Missouri State,66,Indiana State,72
52,2020-12-22,St. Francis (IL),55,Loyola (IL),92
53,2020-12-22,St. Katherine,51,UC-San Diego,77
54,2020-12-22,UT-Martin,43,Ole Miss,90
55,2020-12-22,Tennessee Tech,68,Western Kentucky,88
56,2020-12-22,Tulane,58,East Carolina,68
57,2020-12-22,Vanderbilt,65,Davidson,85
58,2020-12-22,Vermont,62,UMass-Lowell,53
59,2020-12-22,Virginia Wesleyan,57,Old Dominion,77
60,2020-12-22,Wichita State,82,South Florida,77
0,2020-12-23,Villanova,85,Marquette,68
1,2020-12-23,USC Upstate,60,Tennessee,80
2,2020-12-23,Rutgers,68,Ohio State,80
3,2020-12-23,Xavier,61,Creighton,66
4,2020-12-23,Illinois,98,Penn State,81
5,2020-12-23,Bellarmine,70,Notre Dame,81
6,2020-12-23,Cal State Bakersfield,79,Pepperdine,51
7,2020-12-23,Coppin State,65,Iona,85
8,2020-12-23,Delaware State,63,UNC Wilmington,87
9,2020-12-23,Georgetown,67,Seton Hall,78
10,2020-12-23,Idaho State,71,Northern Colorado,56
11,2020-12-23,UMKC,46,Saint Louis,62
12,2020-12-23,New Mexico,52,Boise State,89
13,2020-12-23,NJIT,81,Rider,66
14,2020-12-23,Northwestern,74,Indiana,67
15,2020-12-23,Northwestern State,52,Washington State,62
16,2020-12-23,Providence,64,Butler,70
17,2020-12-23,St. Peter's,70,St. Francis (NY),64
18,2020-12-23,San Jose State,52,Utah State,85
19,2020-12-23,Southeastern Louisiana,77,Grambling,70
20,2020-12-23,Southwestern Christian,45,Tulsa,102
21,2020-12-23,St. Katherine,39,UC-San Diego,75
22,2020-12-23,Towson,65,George Mason,70
23,2020-12-23,Weber State,79,BYU,87
24,2020-12-23,Western Illinois,72,DePaul,91
0,2020-12-25,Iowa,95,Minnesota,102
1,2020-12-25,Wisconsin,85,Michigan State,76
2,2020-12-25,Michigan,80,Nebraska,69
3,2020-12-25,Maryland,70,Purdue,73
0,2020-12-26,Gonzaga,98,Virginia,75
1,2020-12-26,Houston,63,UCF,54
2,2020-12-26,Indiana,60,Illinois,69
3,2020-12-26,Ohio State,70,Northwestern,71
4,2020-12-26,Coppin State,73,Towson,78
5,2020-12-26,Green Bay,53,Wright State,67
6,2020-12-26,Kentucky,59,Louisville,62
7,2020-12-26,Nicholls State,80,LSU,86
8,2020-12-26,Norfolk State,68,George Mason,65
9,2020-12-26,Oakland,77,Detroit,75
10,2020-12-26,Robert Morris,102,Purdue-Fort Wayne,88
11,2020-12-26,Youngstown State,69,Cleveland State,87
0,2020-12-27,Alcorn State,59,Vanderbilt,87
1,2020-12-27,Binghamton,67,UMBC,74
2,2020-12-27,UCSB,56,UC-Irvine,75
3,2020-12-27,Canisius,66,Monmouth,84
4,2020-12-27,Carver College,45,Jacksonville State,104
5,2020-12-27,DePaul,90,Providence,95
6,2020-12-27,Drake,81,Indiana State,63
7,2020-12-27,Evansville,57,Southern Illinois,63
8,2020-12-27,Green Bay,77,Wright State,90
9,2020-12-27,Hartford,69,New Hampshire,77
10,2020-12-27,Illinois State,60,Loyola (IL),90
11,2020-12-27,UMass-Lowell,58,Stony Brook,73
12,2020-12-27,Missouri State,79,Northern Iowa,59
13,2020-12-27,NJIT,78,Vermont,92
14,2020-12-27,Oakland,83,Detroit,80
15,2020-12-27,Olivet,65,Eastern Michigan,94
16,2020-12-27,Robert Morris,82,Purdue-Fort Wayne,87
17,2020-12-27,Youngstown State,74,Cleveland State,81
0,2020-12-28,Northern Arizona,58,Gonzaga,88
1,2020-12-28,Maryland,70,Wisconsin,64
2,2020-12-28,Michigan State,56,Minnesota,81
3,2020-12-28,Binghamton,75,UMBC,69
4,2020-12-28,UCSB,69,UC-Irvine,73
5,2020-12-28,Canisius,69,Monmouth,97
6,2020-12-28,Carver College,35,Troy,88
7,2020-12-28,Colorado,74,Arizona,88
8,2020-12-28,Drake,73,Indiana State,66
9,2020-12-28,Evansville,84,Southern Illinois,72
10,2020-12-28,Fresno State,53,Colorado State,75
11,2020-12-28,Hartford,51,New Hampshire,53
12,2020-12-28,Illinois State,55,Loyola (IL),86
13,2020-12-28,Loyola (LA),54,Southern Miss,74
14,2020-12-28,UMass-Lowell,64,Stony Brook,71
15,2020-12-28,Missouri State,75,Northern Iowa,85
16,2020-12-28,New Mexico State,63,Cal State Northridge,66
17,2020-12-28,NJIT,81,Vermont,80
0,2020-12-29,Dixie State,67,Gonzaga,112
1,2020-12-29,Central Arkansas,56,Baylor,93
2,2020-12-29,Houston,64,Tulsa,65
3,2020-12-29,Northeastern,51,West Virginia,73
4,2020-12-29,Northwestern,72,Iowa,87
5,2020-12-29,Incarnate Word,51,Texas Tech,79
6,2020-12-29,Purdue,76,Rutgers,81
7,2020-12-29,Florida State,67,Clemson,77
8,2020-12-29,Miami (FL),78,Virginia Tech,80
9,2020-12-29,Central Michigan,87,Eastern Michigan,60
10,2020-12-29,Champion Christian,36,McNeese State,94
11,2020-12-29,Dallas Christian,44,Abilene Christian,82
12,2020-12-29,Freed-Hardeman,72,Lipscomb,93
13,2020-12-29,Mary Hardin-Baylor,59,Sam Houston State,101
14,2020-12-29,Ole Miss,64,Alabama,82
15,2020-12-29,Omaha,58,Kansas State,60
16,2020-12-29,Santa Clara,63,USC,86
17,2020-12-29,South Florida,57,Memphis,58
18,2020-12-29,Southeastern Louisiana,64,Lamar,74
19,2020-12-29,Texas A&M,54,LSU,77
20,2020-12-29,Wofford,78,Mercer,65
0,2020-12-30,Alcorn State,76,Baylor,105
1,2020-12-30,Tennessee,73,Missouri,53
2,2020-12-30,Virginia,66,Notre Dame,57
3,2020-12-30,Nebraska,54,Ohio State,90
4,2020-12-30,Arkansas,97,Auburn,85
5,2020-12-30,Austin Peay,68,Tennessee State,59
6,2020-12-30,Boston College,76,NC State,79
7,2020-12-30,Bowling Green State,83,Ohio,75
8,2020-12-30,Butler,55,Providence,71
9,2020-12-30,Campbell,83,Winthrop,84
10,2020-12-30,Champion Christian,76,McNeese State,91
11,2020-12-30,DePaul,61,UConn,82
12,2020-12-30,Eastern Illinois,61,Eastern Kentucky,69
13,2020-12-30,Florida,91,Vanderbilt,72
14,2020-12-30,Fresno State,59,Colorado State,81
15,2020-12-30,Furman,77,Chattanooga,73
16,2020-12-30,Gardner-Webb,69,Hampton,80
17,2020-12-30,George Mason,93,UMass,92
18,2020-12-30,George Washington,71,Fordham,47
19,2020-12-30,La Salle,67,Dayton,65
20,2020-12-30,Manhattan,65,Delaware State,59
21,2020-12-30,Mississippi State,83,Georgia,73
22,2020-12-30,Murray State,55,Belmont,68
23,2020-12-30,Newman,43,Wichita State,81
24,2020-12-30,UNC,67,Georgia Tech,72
25,2020-12-30,UNC Asheville,80,Longwood,73
26,2020-12-30,Penn State,85,Indiana,87
27,2020-12-30,Portland,68,Seattle,84
28,2020-12-30,Prairie View,61,TCU,66
29,2020-12-30,Radford,71,Presbyterian,65
30,2020-12-30,Richmond,80,Davidson,74
31,2020-12-30,Sacramento State,45,Saint Mary's,63
32,2020-12-30,Seton Hall,85,Xavier,68
33,2020-12-30,USC Upstate,52,High Point,63
34,2020-12-30,Southeast Missouri State,63,Tennessee Tech,72
35,2020-12-30,SMU,79,Temple,71
36,2020-12-30,St. Bonaventure,57,Rhode Island,63
37,2020-12-30,UT-Martin,70,Jacksonville State,80
38,2020-12-30,VCU,80,St. Joseph's,64
39,2020-12-30,VMI,71,Samford,84
40,2020-12-30,Western Carolina,78,ETSU,86
0,2020-12-31,Minnesota,59,Wisconsin,71
1,2020-12-31,Michigan,84,Maryland,73
2,2020-12-31,California,69,Oregon,82
3,2020-12-31,Arizona,80,Washington,53
4,2020-12-31,Boise State,106,San Jose State,54
5,2020-12-31,Campbell,76,Winthrop,94
6,2020-12-31,Catawba,62,Wake Forest,70
7,2020-12-31,Colorado,72,USC,62
8,2020-12-31,Gardner-Webb,80,Hampton,69
9,2020-12-31,McMurry,71,Incarnate Word,92
10,2020-12-31,Nevada,68,New Mexico,54
11,2020-12-31,UNC Asheville,55,Longwood,65
12,2020-12-31,Northern Arizona,78,Idaho,65
13,2020-12-31,Radford,63,Presbyterian,65
14,2020-12-31,San Diego,62,San Francisco,70
15,2020-12-31,USC Upstate,60,High Point,51
16,2020-12-31,Utah,70,UCLA,72
17,2020-12-31,Utah State,83,Air Force,48
0,2021-01-01,Arkansas State,72,Louisiana-Monroe,84
1,2021-01-01,Cal State Bakersfield,89,Long Beach State,90
2,2021-01-01,Cal State Fullerton,63,UCSB,81
3,2021-01-01,Cleveland State,65,IUPUI,62
4,2021-01-01,Georgia State,69,Coastal Carolina,81
5,2021-01-01,Green Bay,77,Youngstown State,84
6,2021-01-01,Purdue-Fort Wayne,68,Northern Kentucky,75
7,2021-01-01,Jacksonville,62,Kennesaw State,57
8,2021-01-01,Kent State,62,Akron,66
9,2021-01-01,Liberty,70,Lipscomb,77
10,2021-01-01,Marshall,68,Louisiana Tech,75
11,2021-01-01,McMurry,54,Incarnate Word,81
12,2021-01-01,Milwaukee,64,Robert Morris,67
13,2021-01-01,Montana Western,67,Montana State,96
14,2021-01-01,Niagara,61,Marist,63
15,2021-01-01,Old Dominion,67,Florida International,82
16,2021-01-01,Rider,70,Fairfield,62
17,2021-01-01,St. Peter's,58,Canisius,70
18,2021-01-01,South Alabama,88,Georgia Southern,59
19,2021-01-01,Texas-Arlington,93,Little Rock,102
20,2021-01-01,UTEP,66,Southern Miss,74
21,2021-01-01,UTSA,86,Rice,95
22,2021-01-01,Texas State,77,Louisiana,83
23,2021-01-01,Transylvania,40,Bellarmine,90
24,2021-01-01,Troy,69,Appalachian State,56
25,2021-01-01,Western Kentucky,67,Charlotte,63
26,2021-01-01,Wright State,90,Oakland,51
0,2021-01-02,San Francisco,62,Gonzaga,85
1,2021-01-02,Baylor,76,Iowa State,65
2,2021-01-02,Texas,84,Kansas,59
3,2021-01-02,Alabama,71,Tennessee,63
4,2021-01-02,West Virginia,71,Oklahoma,75
5,2021-01-02,Iowa,77,Rutgers,75
6,2021-01-02,Creighton,67,Providence,65
7,2021-01-02,Missouri,81,Arkansas,68
8,2021-01-02,Oklahoma State,82,Texas Tech,77
9,2021-01-02,Purdue,58,Illinois,66
10,2021-01-02,Michigan State,84,Nebraska,77
11,2021-01-02,Stanford,56,Oregon,73
12,2021-01-02,Albany (NY),63,Vermont,62
13,2021-01-02,Arizona,86,Washington State,82
14,2021-01-02,Arkansas State,55,Louisiana-Monroe,62
15,2021-01-02,Army,57,Colgate,101
16,2021-01-02,Auburn,66,Texas A&M,68
17,2021-01-02,Belmont,90,UT-Martin,69
18,2021-01-02,Binghamton,56,Hartford,76
19,2021-01-02,Boise State,87,San Jose State,86
20,2021-01-02,Bowling Green State,68,Northern Illinois,42
21,2021-01-02,Bucknell,69,Navy,78
22,2021-01-02,Butler,60,Seton Hall,68
23,2021-01-02,Cal State Bakersfield,89,Long Beach State,76
24,2021-01-02,Cal State Fullerton,61,UCSB,65
25,2021-01-02,California,64,Oregon State,73
26,2021-01-02,Central Arkansas,81,McNeese State,67
27,2021-01-02,UCF,61,South Florida,68
28,2021-01-02,Chattanooga,79,VMI,84
29,2021-01-02,Clemson,66,Miami (FL),65
30,2021-01-02,Cleveland State,59,IUPUI,49
31,2021-01-02,College of Charleston,67,Delaware,70
32,2021-01-02,Colorado,62,UCLA,65
33,2021-01-02,Colorado State,70,San Diego State,67
34,2021-01-02,Denver,54,South Dakota,93
35,2021-01-02,Duquesne,75,George Washington,63
36,2021-01-02,East Carolina,56,Tulane,60
37,2021-01-02,ETSU,71,UNC Greensboro,61
38,2021-01-02,Eastern Kentucky,80,Austin Peay,75
39,2021-01-02,Elon,52,Northeastern,75
40,2021-01-02,Florida A&M,71,South Carolina,78
41,2021-01-02,Fordham,52,La Salle,89
42,2021-01-02,George Mason,65,Dayton,74
43,2021-01-02,Georgia State,70,Coastal Carolina,62
44,2021-01-02,Grambling,66,Alabama State,49
45,2021-01-02,Green Bay,79,Youngstown State,69
46,2021-01-02,Indiana State,74,Missouri State,84
47,2021-01-02,Purdue-Fort Wayne,68,Northern Kentucky,70
48,2021-01-02,Jacksonville,72,Kennesaw State,66
49,2021-01-02,Kentucky,78,Mississippi State,73
50,2021-01-02,Lafayette,89,Lehigh,90
51,2021-01-02,Lamar,65,Abilene Christian,83
52,2021-01-02,Liberty,66,Lipscomb,50
53,2021-01-02,LSU,79,Florida,83
54,2021-01-02,Louisville,76,Boston College,64
55,2021-01-02,Marquette,64,Georgetown,60
56,2021-01-02,Marshall,80,Louisiana Tech,73
57,2021-01-02,Mercer,80,Furman,83
58,2021-01-02,Mississippi Valley State,52,Arkansas-Pine Bluff,92
59,2021-01-02,UMKC,45,North Dakota,52
60,2021-01-02,Morehead State,61,Murray State,56
61,2021-01-02,Mt. St. Joseph,38,Bellarmine,90
62,2021-01-02,Nevada,84,New Mexico,74
63,2021-01-02,New Hampshire,56,Maine,59
64,2021-01-02,New Orleans,67,Stephen F. Austin,78
65,2021-01-02,Niagara,86,Marist,72
66,2021-01-02,NJIT,73,UMass-Lowell,67
67,2021-01-02,North Carolina A&T,97,South Carolina State,86
68,2021-01-02,North Dakota State,68,Western Illinois,50
69,2021-01-02,North Texas,49,Loyola (IL),57
70,2021-01-02,Northern Arizona,83,Idaho,78
71,2021-01-02,Northern Colorado,64,Montana,62
72,2021-01-02,Northern Iowa,61,Evansville,65
73,2021-01-02,Northwestern State,93,Houston Baptist,99
74,2021-01-02,Notre Dame,65,UNC,66
75,2021-01-02,Ohio,78,Ball State,68
76,2021-01-02,Old Dominion,71,Florida International,66
77,2021-01-02,Oral Roberts,95,Omaha,83
78,2021-01-02,Rider,56,Fairfield,72
79,2021-01-02,St. Peter's,60,Canisius,63
80,2021-01-02,Sam Houston State,84,Nicholls State,81
81,2021-01-02,Samford,84,Wofford,94
82,2021-01-02,South Alabama,49,Georgia Southern,62
83,2021-01-02,St. Bonaventure,69,Richmond,66
84,2021-01-02,Tennessee State,79,Southeast Missouri State,83
85,2021-01-02,Tennessee Tech,81,Eastern Illinois,87
86,2021-01-02,Texas-Arlington,62,Little Rock,75
87,2021-01-02,TCU,67,Kansas State,60
88,2021-01-02,UTEP,77,Southern Miss,62
89,2021-01-02,UTSA,69,Rice,84
90,2021-01-02,Texas State,71,Louisiana,59
91,2021-01-02,Toledo,70,Western Michigan,59
92,2021-01-02,Troy,59,Appalachian State,90
93,2021-01-02,Tulsa,70,Cincinnati,66
94,2021-01-02,Utah,46,USC,64
95,2021-01-02,Utah State,72,Air Force,53
96,2021-01-02,Utah Valley,62,Weber State,70
97,2021-01-02,Western Kentucky,71,Charlotte,75
98,2021-01-02,Wichita State,83,Ole Miss,79
99,2021-01-02,William & Mary,56,Hofstra,61
100,2021-01-02,Wright State,71,Oakland,81
101,2021-01-02,Wyoming,78,Fresno State,74
0,2021-01-03,Houston,74,SMU,60
1,2021-01-03,Northwestern,66,Michigan,85
2,2021-01-03,Ohio State,60,Minnesota,77
3,2021-01-03,Albany (NY),66,Vermont,74
4,2021-01-03,Army,75,Colgate,73
5,2021-01-03,Binghamton,74,Hartford,77
6,2021-01-03,College of Charleston,66,Delaware,59
7,2021-01-03,Denver,57,South Dakota,79
8,2021-01-03,Duquesne,73,George Washington,75
9,2021-01-03,Elon,58,Northeastern,66
10,2021-01-03,Fresno Pacific,54,Sacramento State,85
11,2021-01-03,Indiana State,66,Missouri State,70
12,2021-01-03,Lehigh,70,Lafayette,82
13,2021-01-03,UMKC,77,North Dakota,53
14,2021-01-03,Monmouth,77,Siena,78
15,2021-01-03,Morgan State,80,James Madison,73
16,2021-01-03,Navy,63,Bucknell,60
17,2021-01-03,New Hampshire,62,Maine,58
18,2021-01-03,NJIT,60,UMass-Lowell,74
19,2021-01-03,North Carolina A&T,73,South Carolina State,66
20,2021-01-03,North Dakota State,78,Western Illinois,67
21,2021-01-03,Northern Iowa,64,Evansville,70
22,2021-01-03,Oral Roberts,86,Omaha,75
23,2021-01-03,St. Joseph's,77,Rhode Island,85
24,2021-01-03,Southern Illinois,55,Drake,73
25,2021-01-03,Wake Forest,54,Georgia Tech,70
26,2021-01-03,William & Mary,73,Hofstra,82
0,2021-01-04,West Virginia,87,Oklahoma State,84
1,2021-01-04,Benedictine,64,San Jose State,80
2,2021-01-04,Boston University,83,Holy Cross,76
3,2021-01-04,Campbell,70,Gardner-Webb,61
4,2021-01-04,Carlow,56,Youngstown State,109
5,2021-01-04,Colorado State,65,San Diego State,78
6,2021-01-04,Delaware State,78,Coppin State,86
7,2021-01-04,Hampton,66,Radford,79
8,2021-01-04,Jackson State,60,Alabama State,44
9,2021-01-04,Longwood,69,USC Upstate,71
10,2021-01-04,Maryland,55,Indiana,63
11,2021-01-04,Monmouth,62,Siena,76
12,2021-01-04,Mount Marty,50,South Dakota State,93
13,2021-01-04,Northern Colorado,54,Montana,56
14,2021-01-04,Southern Illinois,55,Drake,86
15,2021-01-04,Stanford,81,Oregon State,71
16,2021-01-04,Winthrop,85,Charleston Southern,69
17,2021-01-04,Wyoming,61,Fresno State,81
0,2021-01-05,Iowa State,72,Texas,78
1,2021-01-05,Kansas,93,TCU,64
2,2021-01-05,Missouri,63,Mississippi State,78
3,2021-01-05,Rutgers,45,Michigan State,68
4,2021-01-05,Kansas State,71,Texas Tech,82
5,2021-01-05,NC State,70,Clemson,74
6,2021-01-05,Campbell,70,Gardner-Webb,85
7,2021-01-05,Central Michigan,69,Bowling Green State,90
8,2021-01-05,UConn,65,Marquette,54
9,2021-01-05,Davidson,61,Duquesne,48
10,2021-01-05,Dayton,54,Fordham,55
11,2021-01-05,Delaware State,77,Coppin State,81
12,2021-01-05,Florida,71,Alabama,86
13,2021-01-05,Florida Atlantic,70,James Madison,79
14,2021-01-05,Hampton,65,Radford,76
15,2021-01-05,Holy Cross,68,Boston University,66
16,2021-01-05,Longwood,59,USC Upstate,65
17,2021-01-05,UNC,67,Miami (FL),65
18,2021-01-05,Northern Illinois,73,Ohio,76
19,2021-01-05,Toledo,84,Kent State,82
20,2021-01-05,Vanderbilt,74,Kentucky,77
21,2021-01-05,Winthrop,78,Charleston Southern,76
0,2021-01-06,Oklahoma,61,Baylor,76
1,2021-01-06,Seton Hall,53,Creighton,89
2,2021-01-06,Arkansas,74,Tennessee,79
3,2021-01-06,Minnesota,57,Michigan,82
4,2021-01-06,Wichita State,63,Houston,70
5,2021-01-06,Virginia Tech,71,Louisville,73
6,2021-01-06,Boston College,82,Duke,83
7,2021-01-06,Wake Forest,61,Virginia,70
8,2021-01-06,Abilene Christian,66,Houston Baptist,63
9,2021-01-06,Air Force,59,Boise State,78
10,2021-01-06,Auburn,61,Ole Miss,72
11,2021-01-06,Georgetown,55,Butler,63
12,2021-01-06,Georgia,92,LSU,94
13,2021-01-06,Incarnate Word,75,Northwestern State,67
14,2021-01-06,Lamar,69,Nicholls State,76
15,2021-01-06,New Orleans,79,Central Arkansas,83
16,2021-01-06,UNC Greensboro,84,Wofford,75
17,2021-01-06,Pitt,63,Syracuse,60
18,2021-01-06,Rhode Island,73,Richmond,80
19,2021-01-06,St. Joseph's,57,St. Bonaventure,83
20,2021-01-06,Sam Houston State,70,Southeastern Louisiana,52
21,2021-01-06,Samford,68,Chattanooga,73
22,2021-01-06,St. John's (NY),61,Xavier,69
23,2021-01-06,Texas A&M,54,South Carolina,78
24,2021-01-06,Tulsa,61,South Florida,51
25,2021-01-06,Utah State,77,New Mexico,45
